"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url_1","Input.image_A1_url","Input.image_B1_url","Input.image_url_2","Input.image_A2_url","Input.image_B2_url","Input.image_url_3","Input.image_A3_url","Input.image_B3_url","Input.image_url_4","Input.image_A4_url","Input.image_B4_url","Input.image_url_5","Input.image_A5_url","Input.image_B5_url","Input.image_url_6","Input.image_A6_url","Input.image_B6_url","Input.image_url_7","Input.image_A7_url","Input.image_B7_url","Input.image_url_8","Input.image_A8_url","Input.image_B8_url","Input.image_url_9","Input.image_A9_url","Input.image_B9_url","Input.image_url_10","Input.image_A10_url","Input.image_B10_url","Answer.choice1","Answer.choice10","Answer.choice2","Answer.choice3","Answer.choice4","Answer.choice5","Answer.choice6","Answer.choice7","Answer.choice8","Answer.choice9","Approve","Reject"
"307FVKVSYRUIQBUDZL271BZX0A747S","3PDAEG1VSK5MAXISJQJ90BBM190U58","Choose one image from two images(Part 2-1)","Choose one image from two images that more similar to the given reference image","image, comparison, choose, abtest","$0.01","Tue Oct 30 00:43:04 PDT 2018","1","BatchId:212036;OriginalHitTemplateId:921338788;","10800","604800","Wed Nov 28 23:43:04 PST 2018","","","31LVTDXBL8QRSMI64T4WGTNPWK1LR5","A1PAFL0DX7EMAZ","Submitted","Wed Oct 31 06:30:19 PDT 2018","Wed Oct 31 06:33:12 PDT 2018","Wed Nov 07 05:33:12 PST 2018","","","","173","0% (0/0)","0% (0/0)","0% (0/0)","R6_5931_A_~_original.png","R6_5931_A_~_diff.png","R6_5931_A_~_l2.png","R6_738_N_~_original.png","R6_738_N_~_l2.png","R6_738_N_~_diff.png","R6_789_O_A_original.png","R6_789_O_A_l2.png","R6_789_O_A_diff.png","R6_791_N_O_original.png","R6_791_N_O_l2.png","R6_791_N_O_diff.png","R7_1116_~_O_original.png","R7_1116_~_O_l2.png","R7_1116_~_O_diff.png","R7_146_N_O_original.png","R7_146_N_O_diff.png","R7_146_N_O_l2.png","R7_1587_O_A_original.png","R7_1587_O_A_l2.png","R7_1587_O_A_diff.png","R7_1588_O_~_original.png","R7_1588_O_~_l2.png","R7_1588_O_~_diff.png","R7_1606_O_N_original.png","R7_1606_O_N_l2.png","R7_1606_O_N_diff.png","R7_2549_A_O_original.png","R7_2549_A_O_diff.png","R7_2549_A_O_l2.png","optionA","optionA","optionB","optionA","optionB","optionA","optionB","optionA","optionB","optionB"
"33N1S8XHHM0KIM30VYBOUXLTYJA1Z4","3PDAEG1VSK5MAXISJQJ90BBM190U58","Choose one image from two images(Part 2-1)","Choose one image from two images that more similar to the given reference image","image, comparison, choose, abtest","$0.01","Tue Oct 30 00:43:04 PDT 2018","1","BatchId:212036;OriginalHitTemplateId:921338788;","10800","604800","Wed Nov 28 23:43:04 PST 2018","","","352YTHGROWTI5KXI2WTLG8J8NP54HV","A1X4KK8GK21WI4","Submitted","Tue Oct 30 07:56:52 PDT 2018","Tue Oct 30 07:59:36 PDT 2018","Tue Nov 06 06:59:36 PST 2018","","","","164","0% (0/0)","0% (0/0)","0% (0/0)","R30_1253_~_O_original.png","R30_1253_~_O_diff.png","R30_1253_~_O_l2.png","R30_2181_~_N_original.png","R30_2181_~_N_l2.png","R30_2181_~_N_diff.png","R30_320_N_O_original.png","R30_320_N_O_l2.png","R30_320_N_O_diff.png","R30_413_O_N_original.png","R30_413_O_N_l2.png","R30_413_O_N_diff.png","R30_538_N_~_original.png","R30_538_N_~_l2.png","R30_538_N_~_diff.png","R30_5470_A_N_original.png","R30_5470_A_N_diff.png","R30_5470_A_N_l2.png","R30_5591_A_O_original.png","R30_5591_A_O_diff.png","R30_5591_A_O_l2.png","R30_5766_~_A_original.png","R30_5766_~_A_diff.png","R30_5766_~_A_l2.png","R30_628_N_A_original.png","R30_628_N_A_l2.png","R30_628_N_A_diff.png","R30_6423_A_~_original.png","R30_6423_A_~_l2.png","R30_6423_A_~_diff.png","optionB","optionB","optionA","optionA","optionB","optionB","optionA","optionA","optionB","optionB"
"35YHTYFL1GIUZHSY1016YTCRBIMVFY","3PDAEG1VSK5MAXISJQJ90BBM190U58","Choose one image from two images(Part 2-1)","Choose one image from two images that more similar to the given reference image","image, comparison, choose, abtest","$0.01","Tue Oct 30 00:43:04 PDT 2018","1","BatchId:212036;OriginalHitTemplateId:921338788;","10800","604800","Wed Nov 28 23:43:04 PST 2018","","","3YJ6NA41JCW0LJEROGOUVJAIRDBJPC","AUWHXEA1AXCVE","Submitted","Thu Nov 01 06:47:06 PDT 2018","Thu Nov 01 06:52:00 PDT 2018","Thu Nov 08 05:52:00 PST 2018","","","","294","0% (0/1)","0% (0/1)","0% (0/1)","R5_5670_A_O_original.png","R5_5670_A_O_diff.png","R5_5670_A_O_l2.png","R5_6677_A_~_original.png","R5_6677_A_~_l2.png","R5_6677_A_~_diff.png","R6_119_O_~_original.png","R6_119_O_~_l2.png","R6_119_O_~_diff.png","R6_140_N_A_original.png","R6_140_N_A_diff.png","R6_140_N_A_l2.png","R6_2479_~_N_original.png","R6_2479_~_N_diff.png","R6_2479_~_N_l2.png","R6_278_O_N_original.png","R6_278_O_N_diff.png","R6_278_O_N_l2.png","R6_3295_A_N_original.png","R6_3295_A_N_l2.png","R6_3295_A_N_diff.png","R6_3954_A_O_original.png","R6_3954_A_O_l2.png","R6_3954_A_O_diff.png","R6_4522_~_O_original.png","R6_4522_~_O_diff.png","R6_4522_~_O_l2.png","R6_4918_~_A_original.png","R6_4918_~_A_l2.png","R6_4918_~_A_diff.png","optionA","optionB","optionB","optionB","optionA","optionB","optionA","optionB","optionB","optionB"
"3CMIQF80GN56BG36E84SY0061R4Q6W","3PDAEG1VSK5MAXISJQJ90BBM190U58","Choose one image from two images(Part 2-1)","Choose one image from two images that more similar to the given reference image","image, comparison, choose, abtest","$0.01","Tue Oct 30 00:43:03 PDT 2018","1","BatchId:212036;OriginalHitTemplateId:921338788;","10800","604800","Wed Nov 28 23:43:03 PST 2018","","","3C5W7UE9CG6VV0M3D4B35OO2X68XMB","A1X4KK8GK21WI4","Submitted","Tue Oct 30 08:04:30 PDT 2018","Tue Oct 30 08:07:53 PDT 2018","Tue Nov 06 07:07:53 PST 2018","","","","203","0% (0/0)","0% (0/0)","0% (0/0)","R38_592_A_O_original.png","R38_592_A_O_diff.png","R38_592_A_O_l2.png","R38_6_N_O_original.png","R38_6_N_O_diff.png","R38_6_N_O_l2.png","R38_7320_~_O_original.png","R38_7320_~_O_l2.png","R38_7320_~_O_diff.png","R38_892_O_A_original.png","R38_892_O_A_diff.png","R38_892_O_A_l2.png","R38_91_N_~_original.png","R38_91_N_~_l2.png","R38_91_N_~_diff.png","R38_95_N_A_original.png","R38_95_N_A_diff.png","R38_95_N_A_l2.png","R39_1183_O_N_original.png","R39_1183_O_N_diff.png","R39_1183_O_N_l2.png","R39_153_N_~_original.png","R39_153_N_~_diff.png","R39_153_N_~_l2.png","R39_1581_O_A_original.png","R39_1581_O_A_diff.png","R39_1581_O_A_l2.png","R39_1826_O_~_original.png","R39_1826_O_~_diff.png","R39_1826_O_~_l2.png","optionB","optionA","optionA","optionA","optionA","optionA","optionA","optionA","optionA","optionA"
"3DTJ4WT8BDUJ2NXC7M631H4NNSDZEK","3PDAEG1VSK5MAXISJQJ90BBM190U58","Choose one image from two images(Part 2-1)","Choose one image from two images that more similar to the given reference image","image, comparison, choose, abtest","$0.01","Tue Oct 30 00:43:04 PDT 2018","1","BatchId:212036;OriginalHitTemplateId:921338788;","10800","604800","Wed Nov 28 23:43:04 PST 2018","","","3R2UR8A0IBWJV37FQKQGXSD7S6NXOQ","A1X4KK8GK21WI4","Submitted","Tue Oct 30 08:12:04 PDT 2018","Tue Oct 30 08:15:13 PDT 2018","Tue Nov 06 07:15:13 PST 2018","","","","189","0% (0/0)","0% (0/0)","0% (0/0)","R9_1937_O_A_original.png","R9_1937_O_A_diff.png","R9_1937_O_A_l2.png","R9_2047_A_N_original.png","R9_2047_A_N_l2.png","R9_2047_A_N_diff.png","R9_2181_~_O_original.png","R9_2181_~_O_diff.png","R9_2181_~_O_l2.png","R9_2649_A_~_original.png","R9_2649_A_~_l2.png","R9_2649_A_~_diff.png","R9_3215_~_A_original.png","R9_3215_~_A_l2.png","R9_3215_~_A_diff.png","R9_352_N_O_original.png","R9_352_N_O_diff.png","R9_352_N_O_l2.png","R9_358_N_A_original.png","R9_358_N_A_diff.png","R9_358_N_A_l2.png","R9_384_O_~_original.png","R9_384_O_~_l2.png","R9_384_O_~_diff.png","R9_5987_A_O_original.png","R9_5987_A_O_diff.png","R9_5987_A_O_l2.png","R9_796_N_~_original.png","R9_796_N_~_l2.png","R9_796_N_~_diff.png","optionB","optionB","optionB","optionA","optionA","optionB","optionA","optionA","optionA","optionA"
"3FO95NVK5CFBAFG3Y0WV4V63F23SRL","3PDAEG1VSK5MAXISJQJ90BBM190U58","Choose one image from two images(Part 2-1)","Choose one image from two images that more similar to the given reference image","image, comparison, choose, abtest","$0.01","Tue Oct 30 00:43:03 PDT 2018","1","BatchId:212036;OriginalHitTemplateId:921338788;","10800","604800","Wed Nov 28 23:43:03 PST 2018","","","3TXMY6UCAF4YDH90E1MX8KNX6PLCQF","A1PAFL0DX7EMAZ","Submitted","Wed Oct 31 06:11:30 PDT 2018","Wed Oct 31 06:16:48 PDT 2018","Wed Nov 07 05:16:48 PST 2018","","","","318","0% (0/0)","0% (0/0)","0% (0/0)","R19_3739_~_O_original.png","R19_3739_~_O_l2.png","R19_3739_~_O_diff.png","R19_4218_A_O_original.png","R19_4218_A_O_diff.png","R19_4218_A_O_l2.png","R19_512_N_A_original.png","R19_512_N_A_diff.png","R19_512_N_A_l2.png","R19_729_N_~_original.png","R19_729_N_~_diff.png","R19_729_N_~_l2.png","R2_1872_O_N_original.png","R2_1872_O_N_l2.png","R2_1872_O_N_diff.png","R2_272_N_A_original.png","R2_272_N_A_diff.png","R2_272_N_A_l2.png","R2_284_N_~_original.png","R2_284_N_~_diff.png","R2_284_N_~_l2.png","R2_3246_A_N_original.png","R2_3246_A_N_l2.png","R2_3246_A_N_diff.png","R2_4170_~_N_original.png","R2_4170_~_N_l2.png","R2_4170_~_N_diff.png","R2_5289_A_~_original.png","R2_5289_A_~_diff.png","R2_5289_A_~_l2.png","optionA","optionB","optionA","optionA","optionA","optionB","optionA","optionA","optionB","optionB"
"3FW4EL5A3L311WIKPV2OC5LR5GP22E","3PDAEG1VSK5MAXISJQJ90BBM190U58","Choose one image from two images(Part 2-1)","Choose one image from two images that more similar to the given reference image","image, comparison, choose, abtest","$0.01","Tue Oct 30 00:43:04 PDT 2018","1","BatchId:212036;OriginalHitTemplateId:921338788;","10800","604800","Wed Nov 28 23:43:04 PST 2018","","","351SEKWQS1XHXUHMM4ARBHLAHO3MD5","AUWHXEA1AXCVE","Submitted","Thu Nov 01 07:01:15 PDT 2018","Thu Nov 01 07:04:18 PDT 2018","Thu Nov 08 06:04:18 PST 2018","","","","183","0% (0/1)","0% (0/1)","0% (0/1)","R48_293_O_N_original.png","R48_293_O_N_diff.png","R48_293_O_N_l2.png","R48_3118_~_O_original.png","R48_3118_~_O_diff.png","R48_3118_~_O_l2.png","R48_426_N_A_original.png","R48_426_N_A_diff.png","R48_426_N_A_l2.png","R48_48_N_~_original.png","R48_48_N_~_l2.png","R48_48_N_~_diff.png","R48_554_O_A_original.png","R48_554_O_A_diff.png","R48_554_O_A_l2.png","R48_5571_~_A_original.png","R48_5571_~_A_diff.png","R48_5571_~_A_l2.png","R48_6245_A_~_original.png","R48_6245_A_~_diff.png","R48_6245_A_~_l2.png","R48_780_N_O_original.png","R48_780_N_O_l2.png","R48_780_N_O_diff.png","R49_1124_O_N_original.png","R49_1124_O_N_diff.png","R49_1124_O_N_l2.png","R49_1471_O_~_original.png","R49_1471_O_~_l2.png","R49_1471_O_~_diff.png","optionA","optionB","optionA","optionB","optionB","optionA","optionB","optionA","optionB","optionB"
"3H5TOKO3D9YZMBG8GBXFVXZ15ZN46T","3PDAEG1VSK5MAXISJQJ90BBM190U58","Choose one image from two images(Part 2-1)","Choose one image from two images that more similar to the given reference image","image, comparison, choose, abtest","$0.01","Tue Oct 30 00:43:04 PDT 2018","1","BatchId:212036;OriginalHitTemplateId:921338788;","10800","604800","Wed Nov 28 23:43:04 PST 2018","","","37Q970SNZFOQ3UEFQ8MIMOJ7KGBS1Q","A1X4KK8GK21WI4","Submitted","Tue Oct 30 07:53:48 PDT 2018","Tue Oct 30 07:56:47 PDT 2018","Tue Nov 06 06:56:47 PST 2018","","","","179","0% (0/0)","0% (0/0)","0% (0/0)","R43_273_N_A_original.png","R43_273_N_A_l2.png","R43_273_N_A_diff.png","R43_313_N_~_original.png","R43_313_N_~_l2.png","R43_313_N_~_diff.png","R43_4122_A_O_original.png","R43_4122_A_O_diff.png","R43_4122_A_O_l2.png","R43_440_N_O_original.png","R43_440_N_O_diff.png","R43_440_N_O_l2.png","R43_4873_~_O_original.png","R43_4873_~_O_l2.png","R43_4873_~_O_diff.png","R43_4916_~_N_original.png","R43_4916_~_N_diff.png","R43_4916_~_N_l2.png","R43_5775_A_N_original.png","R43_5775_A_N_l2.png","R43_5775_A_N_diff.png","R43_6100_A_~_original.png","R43_6100_A_~_l2.png","R43_6100_A_~_diff.png","R44_162_O_A_original.png","R44_162_O_A_diff.png","R44_162_O_A_l2.png","R44_1707_~_N_original.png","R44_1707_~_N_diff.png","R44_1707_~_N_l2.png","optionB","optionA","optionB","optionA","optionA","optionA","optionA","optionB","optionA","optionA"
"3N2YPY1GI6D2T3S26PH0GBRRZH7VEG","3PDAEG1VSK5MAXISJQJ90BBM190U58","Choose one image from two images(Part 2-1)","Choose one image from two images that more similar to the given reference image","image, comparison, choose, abtest","$0.01","Tue Oct 30 00:43:03 PDT 2018","1","BatchId:212036;OriginalHitTemplateId:921338788;","10800","604800","Wed Nov 28 23:43:03 PST 2018","","","3NGMS9VZTMY8P431RN144R4MW04FFZ","A1PAFL0DX7EMAZ","Submitted","Wed Oct 31 06:20:33 PDT 2018","Wed Oct 31 06:24:06 PDT 2018","Wed Nov 07 05:24:06 PST 2018","","","","213","0% (0/0)","0% (0/0)","0% (0/0)","R45_1450_A_~_original.png","R45_1450_A_~_diff.png","R45_1450_A_~_l2.png","R45_1478_O_N_original.png","R45_1478_O_N_diff.png","R45_1478_O_N_l2.png","R45_1567_~_A_original.png","R45_1567_~_A_diff.png","R45_1567_~_A_l2.png","R45_325_O_~_original.png","R45_325_O_~_diff.png","R45_325_O_~_l2.png","R45_3310_A_O_original.png","R45_3310_A_O_l2.png","R45_3310_A_O_diff.png","R45_418_N_A_original.png","R45_418_N_A_diff.png","R45_418_N_A_l2.png","R45_4299_A_N_original.png","R45_4299_A_N_l2.png","R45_4299_A_N_diff.png","R45_443_O_A_original.png","R45_443_O_A_diff.png","R45_443_O_A_l2.png","R45_6103_~_O_original.png","R45_6103_~_O_diff.png","R45_6103_~_O_l2.png","R45_681_N_~_original.png","R45_681_N_~_diff.png","R45_681_N_~_l2.png","optionA","optionA","optionA","optionA","optionB","optionB","optionA","optionB","optionB","optionB"
"3PMR2DOWOOG337GUBSNA3RL194C45D","3PDAEG1VSK5MAXISJQJ90BBM190U58","Choose one image from two images(Part 2-1)","Choose one image from two images that more similar to the given reference image","image, comparison, choose, abtest","$0.01","Tue Oct 30 00:43:04 PDT 2018","1","BatchId:212036;OriginalHitTemplateId:921338788;","10800","604800","Wed Nov 28 23:43:04 PST 2018","","","39GHHAVOMG7EWQS8QWW6SLZN0H94J0","A1X4KK8GK21WI4","Submitted","Tue Oct 30 07:59:40 PDT 2018","Tue Oct 30 08:01:37 PDT 2018","Tue Nov 06 07:01:37 PST 2018","","","","117","0% (0/0)","0% (0/0)","0% (0/0)","R49_16_N_~_original.png","R49_16_N_~_l2.png","R49_16_N_~_diff.png","R49_356_N_O_original.png","R49_356_N_O_l2.png","R49_356_N_O_diff.png","R49_4133_~_N_original.png","R49_4133_~_N_diff.png","R49_4133_~_N_l2.png","R49_5_A_O_original.png","R49_5_A_O_l2.png","R49_5_A_O_diff.png","R49_5056_~_O_original.png","R49_5056_~_O_diff.png","R49_5056_~_O_l2.png","R49_5293_A_N_original.png","R49_5293_A_N_l2.png","R49_5293_A_N_diff.png","R49_5592_~_A_original.png","R49_5592_~_A_l2.png","R49_5592_~_A_diff.png","R49_572_O_A_original.png","R49_572_O_A_l2.png","R49_572_O_A_diff.png","R49_616_N_A_original.png","R49_616_N_A_l2.png","R49_616_N_A_diff.png","R49_939_A_~_original.png","R49_939_A_~_l2.png","R49_939_A_~_diff.png","optionA","optionB","optionB","optionA","optionB","optionB","optionB","optionA","optionB","optionB"
