"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url_1","Input.image_A1_url","Input.image_B1_url","Input.image_url_2","Input.image_A2_url","Input.image_B2_url","Input.image_url_3","Input.image_A3_url","Input.image_B3_url","Input.image_url_4","Input.image_A4_url","Input.image_B4_url","Input.image_url_5","Input.image_A5_url","Input.image_B5_url","Input.image_url_6","Input.image_A6_url","Input.image_B6_url","Input.image_url_7","Input.image_A7_url","Input.image_B7_url","Input.image_url_8","Input.image_A8_url","Input.image_B8_url","Input.image_url_9","Input.image_A9_url","Input.image_B9_url","Input.image_url_10","Input.image_A10_url","Input.image_B10_url","Answer.choice1","Answer.choice10","Answer.choice2","Answer.choice3","Answer.choice4","Answer.choice5","Answer.choice6","Answer.choice7","Answer.choice8","Answer.choice9","Approve","Reject"
"30IRMPJWDZYDMW3VTRNE5KJKMHSKRA","3BS7Z4CKG2YSKSLVDJ5LUIHD0O5QYI","Choose one image from two images","Choose one image from two images that more similar to the given reference image","image, comparison, choose, abtest","$0.30","Fri Oct 26 13:30:57 PDT 2018","5","BatchId:3413930;OriginalHitTemplateId:926158629;","18000","604800","Sun Nov 25 12:30:57 PST 2018","","","31LVTDXBL8QRSMI64T4H94SNGF5LR5","A32DRYN7M7HIZT","Approved","Fri Oct 26 20:12:19 PDT 2018","Fri Oct 26 20:49:51 PDT 2018","Fri Nov 02 20:49:51 PDT 2018","Sat Oct 27 01:09:03 PDT 2018","","","2252","93% (41/44)","93% (41/44)","178% (41/23)","R0_105_N_O_original.png","R0_105_N_O_diff.png","R0_105_N_O_l2.png","R0_1154_O_N_original.png","R0_1154_O_N_l2.png","R0_1154_O_N_diff.png","R0_131_O_A_original.png","R0_131_O_A_diff.png","R0_131_O_A_l2.png","R0_26_N_A_original.png","R0_26_N_A_diff.png","R0_26_N_A_l2.png","R0_2607_~_O_original.png","R0_2607_~_O_l2.png","R0_2607_~_O_diff.png","R0_307_~_A_original.png","R0_307_~_A_l2.png","R0_307_~_A_diff.png","R0_559_O_~_original.png","R0_559_O_~_diff.png","R0_559_O_~_l2.png","R0_6687_A_~_original.png","R0_6687_A_~_diff.png","R0_6687_A_~_l2.png","R0_6955_A_N_original.png","R0_6955_A_N_l2.png","R0_6955_A_N_diff.png","R0_71_A_O_original.png","R0_71_A_O_diff.png","R0_71_A_O_l2.png","optionB","optionA","optionB","optionA","optionA","optionB","optionA","optionA","optionA","optionA"
"30IRMPJWDZYDMW3VTRNE5KJKMHSKRA","3BS7Z4CKG2YSKSLVDJ5LUIHD0O5QYI","Choose one image from two images","Choose one image from two images that more similar to the given reference image","image, comparison, choose, abtest","$0.30","Fri Oct 26 13:30:57 PDT 2018","5","BatchId:3413930;OriginalHitTemplateId:926158629;","18000","604800","Sun Nov 25 12:30:57 PST 2018","","","32EYX73OY1PUBC50D7WI0RO6T7ORUX","A1FPCIKO68OQ63","Approved","Fri Oct 26 22:12:45 PDT 2018","Fri Oct 26 22:46:30 PDT 2018","Fri Nov 02 22:46:30 PDT 2018","Sat Oct 27 00:41:47 PDT 2018","","","2025","51% (35/68)","51% (35/68)","51% (35/68)","R0_105_N_O_original.png","R0_105_N_O_diff.png","R0_105_N_O_l2.png","R0_1154_O_N_original.png","R0_1154_O_N_l2.png","R0_1154_O_N_diff.png","R0_131_O_A_original.png","R0_131_O_A_diff.png","R0_131_O_A_l2.png","R0_26_N_A_original.png","R0_26_N_A_diff.png","R0_26_N_A_l2.png","R0_2607_~_O_original.png","R0_2607_~_O_l2.png","R0_2607_~_O_diff.png","R0_307_~_A_original.png","R0_307_~_A_l2.png","R0_307_~_A_diff.png","R0_559_O_~_original.png","R0_559_O_~_diff.png","R0_559_O_~_l2.png","R0_6687_A_~_original.png","R0_6687_A_~_diff.png","R0_6687_A_~_l2.png","R0_6955_A_N_original.png","R0_6955_A_N_l2.png","R0_6955_A_N_diff.png","R0_71_A_O_original.png","R0_71_A_O_diff.png","R0_71_A_O_l2.png","optionA","optionA","optionB","optionA","optionA","optionB","optionB","optionA","optionA","optionB"
"30IRMPJWDZYDMW3VTRNE5KJKMHSKRA","3BS7Z4CKG2YSKSLVDJ5LUIHD0O5QYI","Choose one image from two images","Choose one image from two images that more similar to the given reference image","image, comparison, choose, abtest","$0.30","Fri Oct 26 13:30:57 PDT 2018","5","BatchId:3413930;OriginalHitTemplateId:926158629;","18000","604800","Sun Nov 25 12:30:57 PST 2018","","","3HVVDCPGTF8O802XRXY23RV1DFETYQ","A11K4HY613LGHX","Rejected","Fri Oct 26 20:53:54 PDT 2018","Fri Oct 26 21:17:11 PDT 2018","Fri Nov 02 21:17:11 PDT 2018","","Sat Oct 27 00:25:41 PDT 2018","Dear Madam/Sir,
Thanks for your efforts. But we are afraid that we could not accept part of your assignments. 
As we emphasized in every HIT instructions that ""In each part, you can take up to 6 HITs ... We only give rewards to your first 6 HITs in each part.""
Considering you really spent much time on that, we will accept two more HITs per part for your case.
Thanks again for your contributions to our research!
Best,","1397","19% (30/156)","19% (30/156)","19% (30/156)","R0_105_N_O_original.png","R0_105_N_O_diff.png","R0_105_N_O_l2.png","R0_1154_O_N_original.png","R0_1154_O_N_l2.png","R0_1154_O_N_diff.png","R0_131_O_A_original.png","R0_131_O_A_diff.png","R0_131_O_A_l2.png","R0_26_N_A_original.png","R0_26_N_A_diff.png","R0_26_N_A_l2.png","R0_2607_~_O_original.png","R0_2607_~_O_l2.png","R0_2607_~_O_diff.png","R0_307_~_A_original.png","R0_307_~_A_l2.png","R0_307_~_A_diff.png","R0_559_O_~_original.png","R0_559_O_~_diff.png","R0_559_O_~_l2.png","R0_6687_A_~_original.png","R0_6687_A_~_diff.png","R0_6687_A_~_l2.png","R0_6955_A_N_original.png","R0_6955_A_N_l2.png","R0_6955_A_N_diff.png","R0_71_A_O_original.png","R0_71_A_O_diff.png","R0_71_A_O_l2.png","optionA","optionA","optionB","optionA","optionA","optionA","optionB","optionA","optionA","optionB"
"30IRMPJWDZYDMW3VTRNE5KJKMHSKRA","3BS7Z4CKG2YSKSLVDJ5LUIHD0O5QYI","Choose one image from two images","Choose one image from two images that more similar to the given reference image","image, comparison, choose, abtest","$0.30","Fri Oct 26 13:30:57 PDT 2018","5","BatchId:3413930;OriginalHitTemplateId:926158629;","18000","604800","Sun Nov 25 12:30:57 PST 2018","","","3MAOD8E57RQ1DI73P5QOBEI0MSANXR","A25SORYWGW7RQC","Approved","Fri Oct 26 21:29:08 PDT 2018","Fri Oct 26 23:35:03 PDT 2018","Fri Nov 02 23:35:03 PDT 2018","Sat Oct 27 00:41:50 PDT 2018","","","7555","68% (19/28)","68% (19/28)","68% (19/28)","R0_105_N_O_original.png","R0_105_N_O_diff.png","R0_105_N_O_l2.png","R0_1154_O_N_original.png","R0_1154_O_N_l2.png","R0_1154_O_N_diff.png","R0_131_O_A_original.png","R0_131_O_A_diff.png","R0_131_O_A_l2.png","R0_26_N_A_original.png","R0_26_N_A_diff.png","R0_26_N_A_l2.png","R0_2607_~_O_original.png","R0_2607_~_O_l2.png","R0_2607_~_O_diff.png","R0_307_~_A_original.png","R0_307_~_A_l2.png","R0_307_~_A_diff.png","R0_559_O_~_original.png","R0_559_O_~_diff.png","R0_559_O_~_l2.png","R0_6687_A_~_original.png","R0_6687_A_~_diff.png","R0_6687_A_~_l2.png","R0_6955_A_N_original.png","R0_6955_A_N_l2.png","R0_6955_A_N_diff.png","R0_71_A_O_original.png","R0_71_A_O_diff.png","R0_71_A_O_l2.png","optionA","optionA","optionB","optionA","optionB","optionA","optionB","optionA","optionA","optionB"
"30IRMPJWDZYDMW3VTRNE5KJKMHSKRA","3BS7Z4CKG2YSKSLVDJ5LUIHD0O5QYI","Choose one image from two images","Choose one image from two images that more similar to the given reference image","image, comparison, choose, abtest","$0.30","Fri Oct 26 13:30:57 PDT 2018","5","BatchId:3413930;OriginalHitTemplateId:926158629;","18000","604800","Sun Nov 25 12:30:57 PST 2018","","","3VA45EW49O3B52MMJR5UVUE47MFO1S","A2LRY3ID0PEG82","Approved","Fri Oct 26 20:06:08 PDT 2018","Fri Oct 26 20:48:14 PDT 2018","Fri Nov 02 20:48:14 PDT 2018","Sat Oct 27 00:41:53 PDT 2018","","","2526","100% (20/20)","100% (20/20)","100% (20/20)","R0_105_N_O_original.png","R0_105_N_O_diff.png","R0_105_N_O_l2.png","R0_1154_O_N_original.png","R0_1154_O_N_l2.png","R0_1154_O_N_diff.png","R0_131_O_A_original.png","R0_131_O_A_diff.png","R0_131_O_A_l2.png","R0_26_N_A_original.png","R0_26_N_A_diff.png","R0_26_N_A_l2.png","R0_2607_~_O_original.png","R0_2607_~_O_l2.png","R0_2607_~_O_diff.png","R0_307_~_A_original.png","R0_307_~_A_l2.png","R0_307_~_A_diff.png","R0_559_O_~_original.png","R0_559_O_~_diff.png","R0_559_O_~_l2.png","R0_6687_A_~_original.png","R0_6687_A_~_diff.png","R0_6687_A_~_l2.png","R0_6955_A_N_original.png","R0_6955_A_N_l2.png","R0_6955_A_N_diff.png","R0_71_A_O_original.png","R0_71_A_O_diff.png","R0_71_A_O_l2.png","optionA","optionA","optionB","optionA","optionA","optionB","optionB","optionA","optionA","optionB"
"3J94SKDEKI4G33ZN43OOY6JYAQ6D5C","3BS7Z4CKG2YSKSLVDJ5LUIHD0O5QYI","Choose one image from two images","Choose one image from two images that more similar to the given reference image","image, comparison, choose, abtest","$0.30","Fri Oct 26 13:30:57 PDT 2018","6","BatchId:3413930;OriginalHitTemplateId:926158629;","18000","604800","Sun Nov 25 23:33:17 PST 2018","","","37QW5D2ZRH28EUY0PTVIU9BDII78SE","A31J4TQIDERVVE","Approved","Fri Oct 26 21:23:18 PDT 2018","Fri Oct 26 21:23:49 PDT 2018","Fri Nov 02 21:23:49 PDT 2018","Sat Oct 27 01:07:34 PDT 2018","","","31","33% (26/78)","33% (26/78)","33% (26/78)","R0_748_N_~_original.png","R0_748_N_~_l2.png","R0_748_N_~_diff.png","R0_761_~_N_original.png","R0_761_~_N_diff.png","R0_761_~_N_l2.png","R1_1245_O_~_original.png","R1_1245_O_~_l2.png","R1_1245_O_~_diff.png","R1_1567_~_O_original.png","R1_1567_~_O_l2.png","R1_1567_~_O_diff.png","R1_1723_O_N_original.png","R1_1723_O_N_l2.png","R1_1723_O_N_diff.png","R1_1893_O_A_original.png","R1_1893_O_A_l2.png","R1_1893_O_A_diff.png","R1_272_N_O_original.png","R1_272_N_O_diff.png","R1_272_N_O_l2.png","R1_2845_A_O_original.png","R1_2845_A_O_l2.png","R1_2845_A_O_diff.png","R1_3310_A_N_original.png","R1_3310_A_N_l2.png","R1_3310_A_N_diff.png","R1_454_N_A_original.png","R1_454_N_A_diff.png","R1_454_N_A_l2.png","optionA","optionB","optionB","optionA","optionB","optionA","optionB","optionA","optionB","optionA"
"3J94SKDEKI4G33ZN43OOY6JYAQ6D5C","3BS7Z4CKG2YSKSLVDJ5LUIHD0O5QYI","Choose one image from two images","Choose one image from two images that more similar to the given reference image","image, comparison, choose, abtest","$0.30","Fri Oct 26 13:30:57 PDT 2018","6","BatchId:3413930;OriginalHitTemplateId:926158629;","18000","604800","Sun Nov 25 23:33:17 PST 2018","","","3DUZQ9U6SN46P6UDXM6SMNVLTFRSVK","A11K4HY613LGHX","Rejected","Fri Oct 26 20:18:03 PDT 2018","Fri Oct 26 20:47:46 PDT 2018","Fri Nov 02 20:47:46 PDT 2018","","Sat Oct 27 00:25:41 PDT 2018","Dear Madam/Sir,
Thanks for your efforts. But we are afraid that we could not accept part of your assignments. 
As we emphasized in every HIT instructions that ""In each part, you can take up to 6 HITs ... We only give rewards to your first 6 HITs in each part.""
Considering you really spent much time on that, we will accept two more HITs per part for your case.
Thanks again for your contributions to our research!
Best,","1783","19% (30/156)","19% (30/156)","19% (30/156)","R0_748_N_~_original.png","R0_748_N_~_l2.png","R0_748_N_~_diff.png","R0_761_~_N_original.png","R0_761_~_N_diff.png","R0_761_~_N_l2.png","R1_1245_O_~_original.png","R1_1245_O_~_l2.png","R1_1245_O_~_diff.png","R1_1567_~_O_original.png","R1_1567_~_O_l2.png","R1_1567_~_O_diff.png","R1_1723_O_N_original.png","R1_1723_O_N_l2.png","R1_1723_O_N_diff.png","R1_1893_O_A_original.png","R1_1893_O_A_l2.png","R1_1893_O_A_diff.png","R1_272_N_O_original.png","R1_272_N_O_diff.png","R1_272_N_O_l2.png","R1_2845_A_O_original.png","R1_2845_A_O_l2.png","R1_2845_A_O_diff.png","R1_3310_A_N_original.png","R1_3310_A_N_l2.png","R1_3310_A_N_diff.png","R1_454_N_A_original.png","R1_454_N_A_diff.png","R1_454_N_A_l2.png","optionB","optionA","optionA","optionB","optionB","optionB","optionB","optionB","optionB","optionB"
"3J94SKDEKI4G33ZN43OOY6JYAQ6D5C","3BS7Z4CKG2YSKSLVDJ5LUIHD0O5QYI","Choose one image from two images","Choose one image from two images that more similar to the given reference image","image, comparison, choose, abtest","$0.30","Fri Oct 26 13:30:57 PDT 2018","6","BatchId:3413930;OriginalHitTemplateId:926158629;","18000","604800","Sun Nov 25 23:33:17 PST 2018","","","3N1FSUEFL6G1T4SGG0AGIY98FRM4DQ","A2IK4Y33UY7YFK","Rejected","Fri Oct 26 18:40:43 PDT 2018","Fri Oct 26 19:39:52 PDT 2018","Fri Nov 02 19:39:52 PDT 2018","","Sat Oct 27 00:33:17 PDT 2018","Dear Madam/Sir,
Thanks for your efforts. But we are afraid that we could not accept part of your assignments. 
As we emphasized in every HIT instructions that ""In each part, you can take up to 6 HITs ... We only give rewards to your first 6 HITs in each part.""","3549","53% (23/43)","53% (23/43)","53% (23/43)","R0_748_N_~_original.png","R0_748_N_~_l2.png","R0_748_N_~_diff.png","R0_761_~_N_original.png","R0_761_~_N_diff.png","R0_761_~_N_l2.png","R1_1245_O_~_original.png","R1_1245_O_~_l2.png","R1_1245_O_~_diff.png","R1_1567_~_O_original.png","R1_1567_~_O_l2.png","R1_1567_~_O_diff.png","R1_1723_O_N_original.png","R1_1723_O_N_l2.png","R1_1723_O_N_diff.png","R1_1893_O_A_original.png","R1_1893_O_A_l2.png","R1_1893_O_A_diff.png","R1_272_N_O_original.png","R1_272_N_O_diff.png","R1_272_N_O_l2.png","R1_2845_A_O_original.png","R1_2845_A_O_l2.png","R1_2845_A_O_diff.png","R1_3310_A_N_original.png","R1_3310_A_N_l2.png","R1_3310_A_N_diff.png","R1_454_N_A_original.png","R1_454_N_A_diff.png","R1_454_N_A_l2.png","optionB","optionB","optionA","optionB","optionB","optionB","optionB","optionA","optionB","optionB"
"3J94SKDEKI4G33ZN43OOY6JYAQ6D5C","3BS7Z4CKG2YSKSLVDJ5LUIHD0O5QYI","Choose one image from two images","Choose one image from two images that more similar to the given reference image","image, comparison, choose, abtest","$0.30","Fri Oct 26 13:30:57 PDT 2018","6","BatchId:3413930;OriginalHitTemplateId:926158629;","18000","604800","Sun Nov 25 23:33:17 PST 2018","","","3R3YRB5GRGJ2CVJJBWAW51ZWT2DUA3","AZ4ZQMOFA3GND","Approved","Fri Oct 26 20:33:12 PDT 2018","Fri Oct 26 22:34:48 PDT 2018","Fri Nov 02 22:34:48 PDT 2018","Sat Oct 27 01:11:20 PDT 2018","","","7296","81% (22/27)","81% (22/27)","81% (22/27)","R0_748_N_~_original.png","R0_748_N_~_l2.png","R0_748_N_~_diff.png","R0_761_~_N_original.png","R0_761_~_N_diff.png","R0_761_~_N_l2.png","R1_1245_O_~_original.png","R1_1245_O_~_l2.png","R1_1245_O_~_diff.png","R1_1567_~_O_original.png","R1_1567_~_O_l2.png","R1_1567_~_O_diff.png","R1_1723_O_N_original.png","R1_1723_O_N_l2.png","R1_1723_O_N_diff.png","R1_1893_O_A_original.png","R1_1893_O_A_l2.png","R1_1893_O_A_diff.png","R1_272_N_O_original.png","R1_272_N_O_diff.png","R1_272_N_O_l2.png","R1_2845_A_O_original.png","R1_2845_A_O_l2.png","R1_2845_A_O_diff.png","R1_3310_A_N_original.png","R1_3310_A_N_l2.png","R1_3310_A_N_diff.png","R1_454_N_A_original.png","R1_454_N_A_diff.png","R1_454_N_A_l2.png","optionB","optionB","optionA","optionB","optionB","optionB","optionB","optionA","optionB","optionB"
"3J94SKDEKI4G33ZN43OOY6JYAQ6D5C","3BS7Z4CKG2YSKSLVDJ5LUIHD0O5QYI","Choose one image from two images","Choose one image from two images that more similar to the given reference image","image, comparison, choose, abtest","$0.30","Fri Oct 26 13:30:57 PDT 2018","6","BatchId:3413930;OriginalHitTemplateId:926158629;","18000","604800","Sun Nov 25 23:33:17 PST 2018","","","3XUHV3NRVLE0131IG1CGEBUK7HX5HW","A1FPCIKO68OQ63","Approved","Fri Oct 26 23:55:02 PDT 2018","Sat Oct 27 00:13:58 PDT 2018","Sat Nov 03 00:13:58 PDT 2018","Sat Oct 27 00:41:46 PDT 2018","","","1136","51% (35/68)","51% (35/68)","51% (35/68)","R0_748_N_~_original.png","R0_748_N_~_l2.png","R0_748_N_~_diff.png","R0_761_~_N_original.png","R0_761_~_N_diff.png","R0_761_~_N_l2.png","R1_1245_O_~_original.png","R1_1245_O_~_l2.png","R1_1245_O_~_diff.png","R1_1567_~_O_original.png","R1_1567_~_O_l2.png","R1_1567_~_O_diff.png","R1_1723_O_N_original.png","R1_1723_O_N_l2.png","R1_1723_O_N_diff.png","R1_1893_O_A_original.png","R1_1893_O_A_l2.png","R1_1893_O_A_diff.png","R1_272_N_O_original.png","R1_272_N_O_diff.png","R1_272_N_O_l2.png","R1_2845_A_O_original.png","R1_2845_A_O_l2.png","R1_2845_A_O_diff.png","R1_3310_A_N_original.png","R1_3310_A_N_l2.png","R1_3310_A_N_diff.png","R1_454_N_A_original.png","R1_454_N_A_diff.png","R1_454_N_A_l2.png","optionB","optionA","optionA","optionB","optionA","optionB","optionB","optionB","optionB","optionB"
