1.050000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.154000000000000000e+03,1.000000000000000000e+00,0.000000000000000000e+00,1.310000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,2.607000000000000000e+03,1.000000000000000000e+00,0.000000000000000000e+00,3.070000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.590000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00,6.687000000000000000e+03,1.000000000000000000e+00,0.000000000000000000e+00,6.955000000000000000e+03,1.000000000000000000e+00,0.000000000000000000e+00,7.100000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
7.480000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00,7.610000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.245000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00,1.567000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00,1.723000000000000000e+03,1.000000000000000000e+00,0.000000000000000000e+00,1.893000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00,2.720000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,2.845000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00,3.310000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00,4.540000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00
4.900000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,5.076000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00,5.591000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00,6.438000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00,1.317000000000000000e+03,1.000000000000000000e+00,0.000000000000000000e+00,1.651000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00,2.181000000000000000e+03,1.000000000000000000e+00,0.000000000000000000e+00,2.600000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,4.190000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00,4.350000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00
5.310000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00,5.365000000000000000e+03,1.000000000000000000e+00,0.000000000000000000e+00,5.616000000000000000e+03,1.000000000000000000e+00,0.000000000000000000e+00,5.955000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00,6.519000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00,9.720000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00,1.068000000000000000e+03,1.000000000000000000e+00,0.000000000000000000e+00,2.024000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,2.785000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00
3.220000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,3.739000000000000000e+03,1.000000000000000000e+00,0.000000000000000000e+00,4.117000000000000000e+03,1.000000000000000000e+00,0.000000000000000000e+00,4.390000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00,5.920000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,6.438000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00,7.800000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00,9.140000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00,1.220000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.270000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00
1.300000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00,1.466000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00,1.727000000000000000e+03,1.000000000000000000e+00,0.000000000000000000e+00,1.776000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00,2.479000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00,4.340000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,6.955000000000000000e+03,1.000000000000000000e+00,0.000000000000000000e+00,6.991000000000000000e+03,1.000000000000000000e+00,0.000000000000000000e+00,7.610000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00,9.270000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00
1.065000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00,2.500000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00,3.290000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,3.650000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,3.863000000000000000e+03,1.000000000000000000e+00,0.000000000000000000e+00,4.251000000000000000e+03,1.000000000000000000e+00,0.000000000000000000e+00,4.966000000000000000e+03,1.000000000000000000e+00,0.000000000000000000e+00,5.076000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00,5.935000000000000000e+03,1.000000000000000000e+00,0.000000000000000000e+00,6.285000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00
6.930000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00,7.710000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00,1.210000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00,1.240000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00,1.680000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,3.050000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00,3.870000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,4.503000000000000000e+03,1.000000000000000000e+00,0.000000000000000000e+00,4.503000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00,4.760000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00
5.930000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00,6.631000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00,7.180000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,7.950000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00,1.400000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00,1.587000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00,1.810000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,2.500000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00,4.325000000000000000e+03,1.000000000000000000e+00,0.000000000000000000e+00,4.670000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00
4.815000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00,5.365000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00,5.366000000000000000e+03,1.000000000000000000e+00,0.000000000000000000e+00,5.571000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00,5.750000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00,6.734000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00,1.153000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00,1.350000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.627000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00,2.224000000000000000e+03,1.000000000000000000e+00,0.000000000000000000e+00
