3.000000000000000000e+00,9.064699999999999980e-01,3.000000000000000000e+01,2.200000000000000000e+01
3.000000000000000000e+00,8.482899999999999885e-01,3.000000000000000000e+01,3.400000000000000000e+01
3.000000000000000000e+00,9.606700000000000239e-01,3.000000000000000000e+01,5.600000000000000000e+01
3.000000000000000000e+00,8.926899999999999835e-01,1.682999999999999829e+01,1.060000000000000000e+02
3.000000000000000000e+00,9.478600000000000358e-01,3.000000000000000000e+01,1.250000000000000000e+02
3.000000000000000000e+00,9.945899999999999741e-01,1.252999999999999936e+01,1.390000000000000000e+02
3.000000000000000000e+00,9.783899999999999819e-01,6.000000000000000000e+01,1.640000000000000000e+02
3.000000000000000000e+00,9.872900000000000009e-01,1.523000000000000043e+01,2.010000000000000000e+02
3.000000000000000000e+00,3.819100000000000272e-01,3.000000000000000000e+01,2.050000000000000000e+02
3.000000000000000000e+00,8.308900000000000174e-01,2.719000000000000128e+01,3.070000000000000000e+02
3.000000000000000000e+00,9.751400000000000068e-01,3.000000000000000000e+01,3.700000000000000000e+02
3.000000000000000000e+00,9.835300000000000153e-01,1.088000000000000078e+01,4.450000000000000000e+02
3.000000000000000000e+00,9.972199999999999953e-01,1.755000000000000071e+01,4.740000000000000000e+02
3.000000000000000000e+00,9.141799999999999926e-01,3.000000000000000000e+01,5.240000000000000000e+02
3.000000000000000000e+00,8.762999999999999678e-01,3.000000000000000000e+01,5.370000000000000000e+02
3.000000000000000000e+00,9.900900000000000256e-01,1.773999999999999844e+01,5.850000000000000000e+02
3.000000000000000000e+00,9.761699999999999822e-01,1.685000000000000142e+01,5.910000000000000000e+02
3.000000000000000000e+00,9.859599999999999476e-01,2.050000000000000000e+01,6.190000000000000000e+02
3.000000000000000000e+00,9.367600000000000371e-01,1.937000000000000099e+01,6.290000000000000000e+02
3.000000000000000000e+00,9.610899999999999999e-01,3.000000000000000000e+01,6.900000000000000000e+02
3.000000000000000000e+00,9.924500000000000544e-01,1.971000000000000085e+01,7.000000000000000000e+02
3.000000000000000000e+00,9.106199999999999850e-01,3.000000000000000000e+01,7.050000000000000000e+02
3.000000000000000000e+00,9.819099999999999495e-01,3.000000000000000000e+01,7.610000000000000000e+02
3.000000000000000000e+00,9.566000000000000059e-01,3.000000000000000000e+01,7.740000000000000000e+02
3.000000000000000000e+00,9.759499999999999842e-01,1.526999999999999957e+01,8.130000000000000000e+02
3.000000000000000000e+00,9.957200000000000495e-01,9.359999999999999432e+00,9.840000000000000000e+02
3.000000000000000000e+00,4.982300000000000062e-01,3.000000000000000000e+01,9.880000000000000000e+02
3.000000000000000000e+00,9.902800000000000491e-01,1.261999999999999922e+01,1.006000000000000000e+03
3.000000000000000000e+00,9.073799999999999644e-01,1.115000000000000036e+01,1.048000000000000000e+03
3.000000000000000000e+00,8.416299999999999892e-01,2.510000000000000142e+01,1.063000000000000000e+03
3.000000000000000000e+00,9.536000000000000032e-01,2.182999999999999829e+01,1.070000000000000000e+03
3.000000000000000000e+00,9.879000000000000004e-01,3.000000000000000000e+01,1.116000000000000000e+03
3.000000000000000000e+00,9.919299999999999784e-01,1.944999999999999929e+01,1.160000000000000000e+03
3.000000000000000000e+00,9.522000000000000464e-01,1.762999999999999901e+01,1.169000000000000000e+03
3.000000000000000000e+00,9.660900000000000043e-01,3.000000000000000000e+01,1.246000000000000000e+03
3.000000000000000000e+00,9.913399999999999990e-01,1.042999999999999972e+01,1.253000000000000000e+03
3.000000000000000000e+00,8.686099999999999932e-01,1.124000000000000021e+01,1.270000000000000000e+03
3.000000000000000000e+00,9.945399999999999796e-01,1.967999999999999972e+01,1.275000000000000000e+03
3.000000000000000000e+00,9.670900000000000052e-01,3.000000000000000000e+01,1.299000000000000000e+03
3.000000000000000000e+00,9.278199999999999781e-01,3.000000000000000000e+01,1.427000000000000000e+03
3.000000000000000000e+00,9.838400000000000478e-01,1.039000000000000057e+01,1.429000000000000000e+03
3.000000000000000000e+00,9.957300000000000040e-01,1.780999999999999872e+01,1.502000000000000000e+03
3.000000000000000000e+00,3.997299999999999742e-01,1.819000000000000128e+01,1.521000000000000000e+03
3.000000000000000000e+00,8.924600000000000311e-01,1.153999999999999915e+01,1.529000000000000000e+03
3.000000000000000000e+00,9.925300000000000233e-01,3.000000000000000000e+01,1.567000000000000000e+03
3.000000000000000000e+00,9.715399999999999592e-01,3.000000000000000000e+01,1.578000000000000000e+03
3.000000000000000000e+00,9.950999999999999845e-01,3.000000000000000000e+01,1.585000000000000000e+03
3.000000000000000000e+00,9.947099999999999831e-01,1.391000000000000014e+01,1.703000000000000000e+03
3.000000000000000000e+00,9.981900000000000217e-01,1.086999999999999922e+01,1.706000000000000000e+03
3.000000000000000000e+00,9.619600000000000373e-01,3.821999999999999886e+01,1.707000000000000000e+03
3.000000000000000000e+00,9.882699999999999818e-01,3.000000000000000000e+01,1.727000000000000000e+03
3.000000000000000000e+00,9.910200000000000120e-01,1.448000000000000043e+01,1.750000000000000000e+03
3.000000000000000000e+00,9.439899999999999958e-01,1.692999999999999972e+01,1.755000000000000000e+03
3.000000000000000000e+00,9.339899999999999869e-01,4.922999999999999687e+01,1.763000000000000000e+03
3.000000000000000000e+00,8.854300000000000503e-01,2.053000000000000114e+01,1.772000000000000000e+03
3.000000000000000000e+00,7.675300000000000455e-01,3.000000000000000000e+01,1.805000000000000000e+03
